brand,model,model_year,milage,fuel_type,engine,transmission,ext_col,int_col,accident,clean_title,price,car_age,mileage_per_year,price_per_mile,has_accident,is_automatic
Land,Rover Range Rover Supercharged LWB,2020,54225,Gasoline,518.0HP 5.0L 8 Cylinder Engine Gasoline Fuel,A/T,White,White,None reported,Yes,67500,5,9037.5,1.2448132780082988,0,1
RAM,2500 Big Horn,2016,89500,Gasoline,410.0HP 6.4L 8 Cylinder Engine Gasoline Fuel,A/T,Black,Gray,None reported,Yes,35000,9,8950.0,0.39106145251396646,0,1
Ford,E250 Cargo,2013,87501,E85 Flex Fuel,225.0HP 4.6L 8 Cylinder Engine Flex Fuel Capability,4-Speed A/T,White,Gray,At least 1 accident or damage reported,Yes,17777,12,6730.846153846154,0.20316339241837236,1,1
MINI,Countryman Cooper S ALL4,2018,12370,Gasoline,189.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,8-Speed A/T,Blue,Black,None reported,Yes,28900,7,1546.25,2.3362974939369443,0,1
RAM,1500 Classic Tradesman,2019,12466,Gasoline,395.0HP 5.7L 8 Cylinder Engine Gasoline Fuel,8-Speed A/T,Gray,Gray,None reported,Yes,28995,6,1780.857142857143,2.3259265201347668,0,1
Volvo,C70 T5,2011,199000,Gasoline,227.0HP 2.5L 5 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Red,Beige,At least 1 accident or damage reported,Yes,5500,14,13266.666666666666,0.02763819095477387,1,0
Mercedes-Benz,SL-Class SL600 Roadster,2007,78200,Gasoline,510.0HP 5.5L 12 Cylinder Engine Gasoline Fuel,5-Speed A/T,Black,Brown,At least 1 accident or damage reported,Yes,22999,18,4115.789473684211,0.2941048593350384,1,1
Toyota,Camry Hybrid XLE,2018,22000,Hybrid,208.0HP 2.5L 4 Cylinder Engine Gas/Electric Hybrid,A/T,White,Beige,None reported,Yes,29500,7,2750.0,1.3409090909090908,0,1
GMC,Acadia SLE-2,2016,100795,Gasoline,3.6L V6 24V GDI DOHC,6-Speed Automatic,White Frost Tri-Coat,Ebony,At least 1 accident or damage reported,Yes,12995,9,10079.5,0.12892504588521256,1,1
Chevrolet,Impala 1LT,2019,99941,Gasoline,3.6L V6 24V GDI DOHC,6-Speed Automatic,Silver Ice Metallic,Jet Black,None reported,Yes,17816,6,14277.285714285714,0.17826517645410792,0,1
Jeep,Grand Cherokee L Laredo,2021,23588,Gasoline,3.6L V6 24V MPFI DOHC,8-Speed Automatic,Metallic,Global Black,None reported,Yes,38633,4,4717.6,1.6378243174495506,0,1
Jeep,Liberty Sport,2003,103000,Gasoline,210.0HP 3.7L V6 Cylinder Engine Gasoline Fuel,A/T,Black,Gray,None reported,Yes,5200,22,4478.260869565217,0.05048543689320388,0,1
Jaguar,XF Luxury,2009,91491,Gasoline,300.0HP 4.2L 8 Cylinder Engine Gasoline Fuel,6-Speed A/T,Blue,Beige,None reported,Yes,7000,16,5381.823529411765,0.07651025783956891,0,1
Honda,Civic Sport,2020,23131,Gasoline,2.0L I4 16V MPFI DOHC,Automatic CVT,Crystal Black Pearl,Black,At least 1 accident or damage reported,Yes,23739,5,3855.1666666666665,1.0262850719813237,1,1
Subaru,Outback 2.5i Premium,2019,77000,Gasoline,175.0HP 2.5L 4 Cylinder Engine Gasoline Fuel,CVT Transmission,Gray,Gray,At least 1 accident or damage reported,Yes,18749,6,11000.0,0.24349350649350648,1,0
Land,Rover Range Rover Sport HSE Dynamic,2019,20500,Gasoline,380.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,A/T,White,White,None reported,Yes,76000,6,2928.5714285714284,3.707317073170732,0,1
Tesla,Model Y Long Range,2022,500,Gasoline,425.0HP Electric Motor Electric Fuel System,A/T,White,Black,None reported,Yes,45900,3,125.0,91.8,0,1
Lexus,ES 350 Base,2019,49810,Gasoline,302.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,8-Speed A/T,Gray,Black,At least 1 accident or damage reported,Yes,33900,6,7115.714285714285,0.6805862276651274,1,1
Honda,CR-V Touring,2022,20229,Gasoline,1.5L I4 16V GDI DOHC Turbo,Automatic CVT,Black,Black,None reported,Yes,36727,3,5057.25,1.8155618171931385,0,1
Alfa,Romeo Giulia Quadrifoglio,2021,10558,Gasoline,505.0HP 2.9L V6 Cylinder Engine Gasoline Fuel,8-Speed A/T,White,Black,None reported,Yes,75000,4,2111.6,7.103618109490434,0,1
BMW,330 i,2005,59300,Gasoline,225.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,M/T,Red,Black,None reported,Yes,30900,20,2823.809523809524,0.521079258010118,0,0
Maybach,Type 57 Base,2004,34254,Gasoline,543.0HP 5.5L 12 Cylinder Engine Gasoline Fuel,5-Speed A/T,Brown,–,None reported,Yes,64250,21,1557.0,1.875693349681789,0,1
Lexus,ES 250 Base,2021,24364,Gasoline,2.5 Liter,Automatic,Eminent White Pearl,Chateau,None reported,Yes,37998,4,4872.8,1.5595961254309638,0,1
Mercedes-Benz,Sprinter 2500,2016,139200,Diesel,161.0HP 2.1L 4 Cylinder Engine Diesel Fuel,A/T,White,Black,At least 1 accident or damage reported,Yes,22000,9,13920.0,0.15804597701149425,1,1
Mercedes-Benz,E-Class E 350,2012,82046,Gasoline,302.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,7-Speed A/T,Black,Beige,None reported,Yes,13999,13,5860.428571428572,0.1706237964068937,0,1
Dodge,Dakota Sport,1997,285000,Gasoline,230.0HP 5.2L 8 Cylinder Engine Gasoline Fuel,4-Speed A/T,White,Gray,None reported,Yes,6399,28,9827.586206896553,0.02245263157894737,0,1
RAM,1500 Tradesman/Express,2017,26269,E85 Flex Fuel,3.6L V6 24V MPFI DOHC Flexible Fuel,8-Speed Automatic,Bright White Clearcoat,Black,At least 1 accident or damage reported,Yes,25307,8,2918.777777777778,0.9633788876622635,1,1
Mazda,CX-9 Touring,2016,127131,Gasoline,227.0HP 2.5L 4 Cylinder Engine Gasoline Fuel,A/T,Brown,–,At least 1 accident or damage reported,Yes,16770,9,12713.1,0.1319111782334757,1,1
Porsche,911 Turbo S,2019,31000,Gasoline,580.0HP 3.8L Flat 6 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,White,Black,None reported,Yes,179900,6,4428.571428571428,5.803225806451613,0,0
BMW,X3 xDrive30i,2021,27000,Gasoline,248.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,8-Speed A/T,Black,Brown,None reported,Yes,38400,4,5400.0,1.4222222222222223,0,1
Jeep,Grand Cherokee Limited,2015,93400,E85 Flex Fuel,290.0HP 3.6L V6 Cylinder Engine Flex Fuel Capability,A/T,White,Black,None reported,Yes,18900,10,8490.90909090909,0.20235546038543897,0,1
BMW,X7 xDrive40i,2021,9200,Hybrid,335.0HP 3.0L Straight 6 Cylinder Engine Gasoline/Mild Electric Hybrid,8-Speed A/T,White,Brown,At least 1 accident or damage reported,Yes,71200,4,1840.0,7.739130434782608,1,1
Mercedes-Benz,SL-Class SL 550,2014,76850,Gasoline,429.0HP 4.7L 8 Cylinder Engine Gasoline Fuel,7-Speed A/T,Brown,Beige,At least 1 accident or damage reported,Yes,32999,11,6404.166666666667,0.42939492517892,1,1
Bentley,Continental GT W12,2016,61160,Gasoline,582.0HP 6.0L 12 Cylinder Engine Gasoline Fuel,A/T,Black,Black,At least 1 accident or damage reported,Yes,98000,9,6116.0,1.6023544800523217,1,1
Jeep,Wrangler Unlimited,2005,146000,Gasoline,190.0HP 4.0L Straight 6 Cylinder Engine Gasoline Fuel,A/T,Red,Black,At least 1 accident or damage reported,Yes,15900,20,6952.380952380952,0.10890410958904109,1,1
Tesla,Model S 100D,2017,38957,Gasoline,Electric Motor Electric Fuel System,1-Speed A/T,Silver,Beige,None reported,Yes,46750,8,4328.555555555556,1.2000410709243525,0,1
Volkswagen,Golf SportWagen TSI SE,2017,33850,Gasoline,170.0HP 1.8L 4 Cylinder Engine Gasoline Fuel,6-Speed A/T,Blue,Beige,None reported,Yes,16500,8,3761.1111111111113,0.4874446085672083,0,1
Jeep,Wrangler Unlimited Sahara,2020,61830,Gasoline,2.0L I4 16V GDI DOHC Turbo,8-Speed Automatic,Granite Crystal Clearcoat Metallic,Black,At least 1 accident or damage reported,Yes,39860,5,10305.0,0.6446708717451075,1,1
Kia,Sorento SXL,2017,108559,Gasoline,3.3L V6 24V GDI DOHC,6-Speed Automatic,Titanium Silver,Satin Black,None reported,Yes,15998,8,12062.111111111111,0.14736686962849693,0,1
Lexus,LS 430 Base,2006,192000,Gasoline,278.0HP 4.3L 8 Cylinder Engine Gasoline Fuel,6-Speed A/T,Silver,Gray,At least 1 accident or damage reported,Yes,7390,19,9600.0,0.038489583333333334,1,1
Mercedes-Benz,E-Class E 350 4MATIC,2014,83112,Gasoline,302.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,7-Speed A/T,Black,Black,None reported,Yes,15500,11,6926.0,0.18649533160073153,0,1
Tesla,Model X 75D,2016,52000,Gasoline,518.0HP Electric Motor Electric Fuel System,A/T,Black,Beige,None reported,Yes,52000,9,5200.0,1.0,0,1
RAM,1500 Rebel,2020,57300,Gasoline,395.0HP 5.7L 8 Cylinder Engine Gasoline Fuel,8-Speed A/T,Black,Black,None reported,Yes,43500,5,9550.0,0.7591623036649214,0,1
MINI,Cooper Base,2008,104500,Gasoline,118.0HP 1.6L 4 Cylinder Engine Gasoline Fuel,6-Speed A/T,Red,Black,At least 1 accident or damage reported,Yes,4100,17,5805.555555555556,0.03923444976076555,1,1
Jeep,Cherokee Sport,1996,170552,Gasoline,190.0HP 4.0L Straight 6 Cylinder Engine Gasoline Fuel,4-Speed A/T,Black,Gray,At least 1 accident or damage reported,Yes,6500,29,5685.066666666667,0.038111543693419014,1,1
Ford,Mustang GT Premium,2013,18000,Gasoline,412.0HP 5.0L 8 Cylinder Engine Gasoline Fuel,6-Speed A/T,Silver,Black,None reported,Yes,29000,12,1384.6153846153845,1.6111111111111112,0,1
Lincoln,Navigator Reserve,2019,39000,Gasoline,450.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,10-Speed A/T,Black,Black,None reported,Yes,51999,6,5571.428571428572,1.3333076923076923,0,1
Jeep,Gladiator Rubicon,2020,38000,Gasoline,285.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,8-Speed A/T,Black,Black,None reported,Yes,45000,5,6333.333333333333,1.1842105263157894,0,1
Porsche,Cayman GT4,2016,15168,Gasoline,385.0HP 3.8L Flat 6 Cylinder Engine Gasoline Fuel,6-Speed M/T,White,Black,None reported,Yes,115000,9,1516.8,7.581751054852321,0,0
Honda,Civic EX,2012,167506,Gasoline,140.0HP 1.8L 4 Cylinder Engine Gasoline Fuel,A/T,Black,–,None reported,Yes,6500,13,11964.714285714286,0.03880458013444295,0,1
Jeep,Grand Cherokee Laredo,2012,166000,E85 Flex Fuel,290.0HP 3.6L V6 Cylinder Engine Flex Fuel Capability,A/T,White,Gray,At least 1 accident or damage reported,Yes,13000,13,11857.142857142857,0.0783132530120482,1,1
Ford,Shelby GT500 Base,2021,19200,Gasoline,760.0HP 5.2L 8 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Black,Black,None reported,Yes,82950,4,3840.0,4.3203125,0,0
Land,Rover Defender SE,2022,46000,Hybrid,395.0HP 3.0L Straight 6 Cylinder Engine Gasoline/Mild Electric Hybrid,8-Speed A/T,Green,Beige,None reported,Yes,75000,3,11500.0,1.6304347826086956,0,1
Hummer,H3 Base,2007,201000,Gasoline,242.0HP 3.7L 5 Cylinder Engine Gasoline Fuel,A/T,White,Black,At least 1 accident or damage reported,Yes,7200,18,10578.947368421053,0.03582089552238806,1,1
Kia,Sportage LX,2014,87000,Gasoline,182.0HP 2.4L 4 Cylinder Engine Gasoline Fuel,A/T,Black,Black,At least 1 accident or damage reported,Yes,8900,11,7250.0,0.10229885057471265,1,1
GMC,Yukon XL 1500 SLT,2015,145000,Gasoline,355.0HP 5.3L 8 Cylinder Engine Gasoline Fuel,6-Speed A/T,White,Beige,None reported,Yes,24950,10,13181.818181818182,0.17206896551724138,0,1
Jeep,Wrangler Unlimited Sport,2020,33060,Gasoline,285.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,8-Speed A/T,White,Black,None reported,Yes,36500,5,5510.0,1.104053236539625,0,1
Ford,Bronco XLT,1995,195000,–,–,A/T,Blue,Gray,None reported,Yes,15000,30,6290.322580645161,0.07692307692307693,0,1
Tesla,Model S Long Range Plus,2021,10550,Gasoline,557.0HP Electric Motor Electric Fuel System,A/T,Gray,Black,None reported,Yes,67800,4,2110.0,6.42654028436019,0,1
Audi,A6 3.0T Prestige,2014,89500,Gasoline,310.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Gray,Black,None reported,Yes,18000,11,7458.333333333333,0.2011173184357542,0,0
Jeep,Wrangler 80th Anniversary,2021,27000,Hybrid,285.0HP 3.6L V6 Cylinder Engine Gasoline/Mild Electric Hybrid,8-Speed A/T,Red,Black,None reported,Yes,37500,4,5400.0,1.3888888888888888,0,1
Jeep,Wrangler Sport,2010,87250,Gasoline,202.0HP 3.8L V6 Cylinder Engine Gasoline Fuel,6-Speed M/T,Blue,Black,None reported,Yes,18500,15,5453.125,0.21203438395415472,0,0
Volkswagen,CC 2.0T Sport,2016,76495,Gasoline,200.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,A/T,White,Black,At least 1 accident or damage reported,Yes,13000,9,7649.5,0.16994574808811033,1,1
Cadillac,SRX Luxury Collection,2016,70503,Gasoline,308.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,6-Speed A/T,Silver,Beige,None reported,Yes,15500,9,7050.3,0.21984880076025134,0,1
Porsche,Cayenne Turbo,2009,41965,Gasoline,500.0HP 4.8L 8 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Black,Beige,At least 1 accident or damage reported,Yes,35000,16,2468.529411764706,0.8340283569641368,1,0
Toyota,4Runner 4WD,1999,267000,Gasoline,150.0HP 2.7L 4 Cylinder Engine Gasoline Fuel,5-Speed M/T,Silver,Beige,At least 1 accident or damage reported,Yes,8000,26,9888.888888888889,0.0299625468164794,1,0
Mitsubishi,Eclipse GT,2003,146000,Gasoline,200.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,4-Speed A/T,Gray,Black,At least 1 accident or damage reported,Yes,4200,22,6347.826086956522,0.028767123287671233,1,1
Chevrolet,Corvette Stingray w/1LT,2023,9000,Gasoline,490.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,8-Speed A/T,White,White,None reported,Yes,82500,2,3000.0,9.166666666666666,0,1
Toyota,GR86 Premium,2022,1050,Gasoline,228.0HP 2.4L 4 Cylinder Engine Gasoline Fuel,6-Speed A/T,Gray,Black,None reported,Yes,40000,3,262.5,38.095238095238095,0,1
Land,Rover Range Rover P525 Westminster,2021,22270,Gasoline,5.0L V8 32V GDI DOHC Supercharged,8-Speed Automatic,Gray,Ebony,None reported,Yes,89900,4,4454.0,4.036820835204311,0,1
Ford,Mustang GT Premium,2012,19900,Gasoline,412.0HP 5.0L 8 Cylinder Engine Gasoline Fuel,6-Speed A/T,White,Black,None reported,Yes,26500,13,1421.4285714285713,1.3316582914572865,0,1
Tesla,Model Y Long Range,2020,19800,Gasoline,425.0HP Electric Motor Electric Fuel System,1-Speed A/T,White,White,None reported,Yes,44990,5,3300.0,2.272222222222222,0,1
RAM,1500 Sport,2012,113500,Gasoline,390.0HP 5.7L 8 Cylinder Engine Gasoline Fuel,A/T,Black,Black,None reported,Yes,17900,13,8107.142857142857,0.15770925110132158,0,1
Lamborghini,Gallardo LP550-2,2013,22000,Gasoline,550.0HP 5.2L 10 Cylinder Engine Gasoline Fuel,6-Speed A/T,Black,Black,None reported,Yes,150000,12,1692.3076923076924,6.818181818181818,0,1
INFINITI,Q60 3.0t Red Sport 400,2022,3300,Gasoline,400.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Red,Black,None reported,Yes,54000,3,825.0,16.363636363636363,0,0
Volkswagen,e-Golf SE,2016,41615,Gasoline,115.0HP Electric Motor Electric Fuel System,1-Speed A/T,Blue,Gray,None reported,Yes,12000,9,4161.5,0.2883575633785895,0,1
Tesla,Model X Long Range,2022,11860,Gasoline,670.0HP Electric Motor Electric Fuel System,A/T,White,White,None reported,Yes,92500,3,2965.0,7.799325463743676,0,1
BMW,M5 Base,2015,27000,Gasoline,560.0HP 4.4L 8 Cylinder Engine Gasoline Fuel,7-Speed A/T,Black,Black,None reported,Yes,52500,10,2454.5454545454545,1.9444444444444444,0,1
Kia,K5 GT-Line,2022,22101,Gasoline,1.6L I4 16V GDI DOHC Turbo,8-Speed Automatic,Glacial White Pearl,Black,At least 1 accident or damage reported,Yes,29430,3,5525.25,1.3316139541197232,1,1
Chevrolet,Caprice Classic Base,1996,60000,Gasoline,260.0HP 5.7L 8 Cylinder Engine Gasoline Fuel,A/T,Purple,Gray,None reported,Yes,18500,29,2000.0,0.30833333333333335,0,1
Subaru,BRZ Limited,2013,46452,Gasoline,200.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,6-Speed M/T,Gray,Black,None reported,Yes,22888,12,3573.230769230769,0.4927236717471799,0,0
Lincoln,MKZ Reserve I,2019,36000,Gasoline,245.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,6-Speed A/T,White,Beige,None reported,Yes,26500,6,5142.857142857143,0.7361111111111112,0,1
Chevrolet,Corvette Grand Sport,2019,13100,Gasoline,460.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,7-Speed M/T,Silver,Red,None reported,Yes,61950,6,1871.4285714285713,4.729007633587786,0,0
Audi,Q5 2.0T Premium Plus,2019,50000,Gasoline,248.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,7-Speed A/T,White,Beige,At least 1 accident or damage reported,Yes,27000,6,7142.857142857143,0.54,1,1
Mazda,CX-9 Signature,2018,19500,Gasoline,227.0HP 2.5L 4 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,White,Brown,None reported,Yes,32250,7,2437.5,1.6538461538461537,0,0
Ford,Mustang GT,2016,36000,Gasoline,435.0HP 5.0L 8 Cylinder Engine Gasoline Fuel,6-Speed M/T,Orange,Black,At least 1 accident or damage reported,Yes,31000,9,3600.0,0.8611111111111112,1,0
Rolls-Royce,Wraith Base,2016,21000,Gasoline,624.0HP 6.6L 12 Cylinder Engine Gasoline Fuel,A/T,Brown,Black,None reported,Yes,217000,9,2100.0,10.333333333333334,0,1
Chevrolet,Camaro 1SS,2022,6640,Gasoline,455.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,A/T,Orange,Black,None reported,Yes,51999,3,1660.0,7.831174698795181,0,1
BMW,X5 xDrive35i,2016,74850,Gasoline,300.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,A/T,White,Brown,At least 1 accident or damage reported,Yes,21900,9,7485.0,0.2925851703406814,1,1
Nissan,Maxima SV,2014,117000,Gasoline,290.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,White,Black,At least 1 accident or damage reported,Yes,10900,11,9750.0,0.09316239316239316,1,0
Toyota,Tundra TRD Pro,2016,51400,E85 Flex Fuel,381.0HP 5.7L 8 Cylinder Engine Flex Fuel Capability,6-Speed A/T,Black,Black,None reported,Yes,39900,9,5140.0,0.7762645914396887,0,1
INFINITI,QX60 AUTOGRAPH,2022,6000,Gasoline,295.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,9-Speed A/T,Gold,Brown,None reported,Yes,57999,3,1500.0,9.6665,0,1
Mitsubishi,Lancer Evolution MR,2006,128000,Gasoline,286.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,6-Speed M/T,Silver,Black,None reported,Yes,37999,19,6400.0,0.2968671875,0,0
BMW,X3 xDrive30i,2021,15000,Gasoline,248.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,White,Brown,None reported,Yes,39995,4,3000.0,2.666333333333333,0,0
Toyota,Tundra SR5,2016,119000,Gasoline,381.0HP 5.7L 8 Cylinder Engine Gasoline Fuel,6-Speed A/T,Red,Black,None reported,Yes,29950,9,11900.0,0.25168067226890756,0,1
Lincoln,Mark LT Base,2006,87500,Gasoline,300.0HP 5.4L 8 Cylinder Engine Gasoline Fuel,A/T,Silver,Black,At least 1 accident or damage reported,Yes,12999,19,4375.0,0.14856,1,1
Ford,Flex SEL,2011,149000,Gasoline,262.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,6-Speed A/T,Black,Beige,None reported,Yes,7999,14,9933.333333333334,0.05368456375838926,0,1
Audi,Q5 2.0T Premium Plus,2015,54700,E85 Flex Fuel,220.0HP 2.0L 4 Cylinder Engine Flex Fuel Capability,8-Speed A/T,Gray,Brown,At least 1 accident or damage reported,Yes,20995,10,4972.727272727273,0.38382084095063984,1,1
Ford,F-150 XL,2021,45979,Gasoline,3.5L V6 24V PDI DOHC Twin Turbo,10-Speed Automatic,Agate Black Metallic,Black,None reported,Yes,38532,4,9195.8,0.8380347549968464,0,1
Lincoln,Continental Reserve,2017,56846,Gasoline,335.0HP 2.7L V6 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,White,Beige,None reported,Yes,29000,8,6316.222222222223,0.5101502304471731,0,0
Tesla,Model X 75D,2017,94100,Gasoline,518.0HP Electric Motor Electric Fuel System,A/T,Black,Orange,At least 1 accident or damage reported,Yes,49900,8,10455.555555555555,0.5302869287991498,1,1
Jeep,Grand Cherokee Limited,2017,80150,Gasoline,293.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,8-Speed A/T,Blue,Black,At least 1 accident or damage reported,Yes,22500,8,8905.555555555555,0.280723643169058,1,1
GMC,Terrain SLT-1,2013,11563,Gasoline,182.0HP 2.4L 4 Cylinder Engine Gasoline Fuel,A/T,Blue,Black,At least 1 accident or damage reported,Yes,12300,12,889.4615384615385,1.0637377843120297,1,1
Tesla,Model X Long Range,2022,7500,Gasoline,670.0HP Electric Motor Electric Fuel System,A/T,Silver,Black,None reported,Yes,84000,3,1875.0,11.2,0,1
Mercedes-Benz,AMG E 53 Base 4MATIC,2021,15615,Hybrid,429.0HP 3.0L Straight 6 Cylinder Engine Gasoline/Mild Electric Hybrid,9-Speed A/T,Gray,Black,None reported,Yes,78000,4,3123.0,4.995196926032661,0,1
Subaru,Impreza WRX Base,2013,113000,Gasoline,265.0HP 2.5L 4 Cylinder Engine Gasoline Fuel,5-Speed M/T,Blue,Black,At least 1 accident or damage reported,Yes,16000,12,8692.307692307691,0.1415929203539823,1,0
Kia,Optima S,2018,74000,Gasoline,185.0HP 2.4L 4 Cylinder Engine Gasoline Fuel,6-Speed A/T,White,Black,None reported,Yes,15000,7,9250.0,0.20270270270270271,0,1
Mercedes-Benz,M-Class ML 350,2011,99200,Gasoline,268.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,A/T,Black,Black,None reported,Yes,11900,14,6613.333333333333,0.11995967741935484,0,1
Volkswagen,Beetle 2.0T S,2018,36824,Gasoline,174.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,6-Speed A/T,Red,Red,None reported,Yes,23999,7,4603.0,0.6517217032370194,0,1
Acura,RSX Base,2005,186040,Gasoline,160.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,A/T,Gray,Beige,At least 1 accident or damage reported,Yes,6700,20,8859.047619047618,0.036013760481616856,1,1
GMC,Acadia SLE,2020,58000,Gasoline,310.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,9-Speed A/T,Black,Black,None reported,Yes,27700,5,9666.666666666666,0.47758620689655173,0,1
Ford,F-150 Lariat,2020,31250,Gasoline,325.0HP 2.7L V6 Cylinder Engine Gasoline Fuel,A/T,Blue,Gray,None reported,Yes,42500,5,5208.333333333333,1.36,0,1
Jeep,Gladiator Overland,2020,43000,Gasoline,285.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,A/T,White,Beige,None reported,Yes,46500,5,7166.666666666667,1.0813953488372092,0,1
Toyota,Tacoma TRD Sport,2020,41199,Gasoline,3.5 Liter,6 Speed Mt,Black,Black/Gun Metal,None reported,Yes,41598,5,6866.5,1.0096847010849779,0,0
Kia,EV6 GT-Line,2022,22000,Gasoline,320.0HP Electric Motor Electric Fuel System,1-Speed A/T,Gray,Black,None reported,Yes,45000,3,5500.0,2.0454545454545454,0,1
Genesis,GV70 3.5T Sport,2022,12900,Gasoline,375.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,8-Speed A/T,Gray,White,None reported,Yes,53000,3,3225.0,4.108527131782946,0,1
Ford,Explorer ST,2022,10500,Gasoline,400.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Black,Black,None reported,Yes,50000,3,2625.0,4.761904761904762,0,0
MINI,Countryman Cooper,2020,74725,Gasoline,1.5L I3 12V GDI DOHC Turbo,7-Speed Automatic with Auto-Shift,Black,Black,None reported,Yes,21612,5,12454.166666666666,0.289220475075276,0,1
Mazda,CX-5 Grand Touring,2021,61117,Gasoline,2.5L I4 16V GDI DOHC,6-Speed Automatic,Sonic Silver Metallic,Black,None reported,Yes,26485,4,12223.4,0.4333491499910009,0,1
BMW,325 i,2003,142000,Gasoline,184.0HP 2.5L Straight 6 Cylinder Engine Gasoline Fuel,5-Speed M/T,Silver,Black,At least 1 accident or damage reported,Yes,4800,22,6173.913043478261,0.03380281690140845,1,0
Ford,Mustang EcoBoost Premium,2019,31000,–,–,6-Speed M/T,Gray,Black,None reported,Yes,34700,6,4428.571428571428,1.1193548387096774,0,0
Toyota,Yaris L,2012,129355,Gasoline,106.0HP 1.5L 4 Cylinder Engine Gasoline Fuel,4-Speed A/T,Black,Gray,At least 1 accident or damage reported,Yes,7950,13,9239.642857142857,0.06145877623593986,1,1
Chevrolet,Express 1500 Base,2010,204000,E85 Flex Fuel,310.0HP 5.3L 8 Cylinder Engine Flex Fuel Capability,4-Speed A/T,White,Gray,At least 1 accident or damage reported,Yes,4900,15,12750.0,0.024019607843137256,1,1
Lincoln,Navigator L Select,2016,115600,Gasoline,380.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,6-Speed A/T,Black,Black,None reported,Yes,22500,9,11560.0,0.19463667820069205,0,1
Jeep,Wrangler Sahara Altitude,2023,1563,Hybrid,285.0HP 3.6L V6 Cylinder Engine Gasoline/Mild Electric Hybrid,A/T,Gray,Black,None reported,Yes,62500,2,521.0,39.9872040946897,0,1
Bentley,Continental GT Base,2007,72166,Gasoline,552.0HP 6.0L 12 Cylinder Engine Gasoline Fuel,A/T,Black,Black,At least 1 accident or damage reported,Yes,35995,18,3798.2105263157896,0.49878058919712887,1,1
Lexus,RX 350 F Sport,2018,26100,Gasoline,295.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,8-Speed A/T,Gray,Red,None reported,Yes,37899,7,3262.5,1.4520689655172414,0,1
BMW,430 i,2017,58880,Gasoline,248.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,8-Speed A/T,White,Brown,None reported,Yes,21000,8,6542.222222222223,0.35665760869565216,0,1
Cadillac,Escalade Sport Platinum,2021,26000,Gasoline,420.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,10-Speed A/T,Black,Black,None reported,Yes,104000,4,5200.0,4.0,0,1
Honda,Civic EX,2008,190640,Gasoline,140.0HP 1.8L 4 Cylinder Engine Gasoline Fuel,5-Speed M/T,Silver,Silver,At least 1 accident or damage reported,Yes,5500,17,10591.111111111111,0.028850188837599666,1,0
Porsche,Cayenne AWD,2020,37500,Gasoline,335.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,8-Speed A/T,White,Black,None reported,Yes,59900,5,6250.0,1.5973333333333333,0,1
